iter	RMSE
242	0.1025862776
243	0.1025859546
244	0.1025853208
245	0.102585069
246	0.1025847058
247	0.1025844012
248	0.1025842301
249	0.102583949
250	0.102583633
251	0.1025833575
252	0.1025828966
253	0.1025826911
254	0.1025823741
255	0.1025820894
256	0.1025817827
257	0.1025814522
258	0.1025811976
259	0.1025809771
260	0.1025806974
261	0.1025804424
262	0.1025801466
263	0.1025799052
264	0.1025795633
265	0.1025793077
266	0.1025789704
267	0.1025783513
268	0.1025777423
269	0.1025774644
270	0.102577102
271	0.1025767096
272	0.1025764719
273	0.1025758972
274	0.1025753104
275	0.1025748442
276	0.1025745451
277	0.1025739591
278	0.1025735119
279	0.1025732211
280	0.1025725666
281	0.1025722874
282	0.1025720455
283	0.102571733
284	0.1025711562
285	0.102570826
286	0.1025705508
287	0.1025701228
288	0.1025699985
289	0.1025696603
290	0.1025693486
291	0.1025688244
292	0.1025685638
293	0.1025679478
294	0.1025676456
295	0.1025670573
296	0.1025668227
297	0.1025665437
298	0.1025663603
299	0.102565726
300	0.1025653127
301	0.1025651096
302	0.1025648897
303	0.1025642165
304	0.1025637511
305	0.1025635223
306	0.1025631542
307	0.1025628994
308	0.1025623609
309	0.1025621054
310	0.1025618026
311	0.1025615154
312	0.1025612749
313	0.1025608177
314	0.1025605347
315	0.1025601336
316	0.1025597893
317	0.1025593024
318	0.1025589665
319	0.1025586583
320	0.1025584006
321	0.1025580241
322	0.1025577413
323	0.1025571216
324	0.10255674
325	0.1025564133
326	0.1025561103
327	0.102555949
328	0.1025554345
329	0.1025550811
330	0.1025547185
331	0.1025542821
332	0.1025537679
333	0.1025534529
334	0.1025531596
335	0.1025524608
336	0.1025521594
337	0.10255183
338	0.1025515308
339	0.1025512355
340	0.1025510267
341	0.1025507666
342	0.1025504501
343	0.1025501152
344	0.102549748
345	0.1025495178
346	0.1025493023
347	0.1025488106
348	0.1025485392
349	0.102548192
350	0.1025478622
351	0.1025476439
352	0.1025474692
353	0.102547261
354	0.10254697
355	0.1025463764
356	0.1025458392
357	0.1025453085
358	0.1025449121
359	0.1025446096
360	0.1025440606
361	0.102543508
362	0.1025431337
363	0.1025425329
364	0.1025423113
365	0.1025420576
366	0.1025415139
367	0.1025411848
368	0.1025408741
369	0.1025403192
370	0.1025399509
371	0.1025396032
372	0.1025392548
373	0.1025389828
374	0.1025384814
375	0.1025378863
376	0.1025376574
377	0.1025372943
378	0.1025369215
379	0.1025366018
380	0.1025363304
381	0.1025360468
382	0.1025357566
383	0.102535385
384	0.1025350171
385	0.1025346752
386	0.1025343905
387	0.1025341834
388	0.1025338973
389	0.1025335197
390	0.1025330986
391	0.1025325212
392	0.1025322352
393	0.1025317761
394	0.1025313244
395	0.1025310357
396	0.1025306313
397	0.102530169
398	0.102529574
399	0.1025292885
400	0.1025289574
401	0.1025283237
402	0.1025280219
403	0.1025277473
404	0.1025271714
405	0.1025269203
406	0.1025263806
407	0.1025260721
408	0.1025258585
409	0.1025253502
410	0.1025250501
411	0.1025245097
412	0.1025239043
413	0.1025235883
414	0.1025232288
415	0.1025229929
416	0.1025224581
417	0.1025221159
418	0.1025218068
419	0.1025212123
420	0.1025208615
421	0.1025205136
422	0.1025202578
423	0.1025200187
424	0.1025194966
425	0.1025191627
426	0.1025188978
427	0.1025185677
428	0.1025182905
429	0.1025180502
430	0.1025177429
431	0.1025174119
432	0.1025169715
433	0.1025166231
434	0.1025163216
435	0.1025160046
436	0.1025155898
437	0.1025151952
438	0.1025150066
439	0.1025146978
440	0.1025142524
441	0.1025140086
442	0.102513768
443	0.1025134988
444	0.1025132832
445	0.1025126476
446	0.1025123518
447	0.1025121433
448	0.1025119316
449	0.1025113562
450	0.1025111456
451	0.1025109088
452	0.1025103223
453	0.1025101433
454	0.102509872
455	0.1025096098
456	0.1025090216
457	0.1025087431
458	0.1025084661
459	0.1025080515
460	0.102507713
461	0.1025071256
462	0.1025069161
463	0.1025067048
464	0.1025063674
465	0.1025058482
466	0.1025052008
467	0.1025049011
468	0.102504597
469	0.1025041569
470	0.1025039184
471	0.1025036365
472	0.1025032813
473	0.1025030381
474	0.1025024675
475	0.1025022563
476	0.1025020358
477	0.1025018353
478	0.102501414
479	0.1025011521
480	0.1025008848
481	0.1025005212
482	0.1025002008
483	0.1024999007
484	0.1024997206
485	0.1024993406
486	0.1024990617
487	0.1024986801
488	0.1024984304
489	0.1024981146
490	0.1024978404
491	0.1024976108
492	0.1024973616
493	0.1024968294
494	0.102496454
495	0.1024958643
496	0.1024953354
497	0.1024950088
498	0.1024946556
499	0.1024939757
500	0.1024937079
501	0.1024934132
502	0.1024931774
503	0.1024926098
504	0.1024921302
505	0.1024916465
506	0.1024912545
507	0.1024909718
508	0.1024906648
509	0.1024900909
510	0.1024898086
511	0.1024894582
512	0.1024890842
513	0.1024887986
514	0.1024882971
515	0.1024880198
516	0.1024874687
517	0.1024871834
518	0.1024868584
519	0.1024862594
520	0.1024859781
521	0.1024853896
522	0.102484824
523	0.1024845655
524	0.1024842645
525	0.1024839793
526	0.1024837561
527	0.1024835215
528	0.1024829722
529	0.1024823509
530	0.1024821409
531	0.1024817785
532	0.1024812254
533	0.1024807387
534	0.1024804895
535	0.1024798474
536	0.1024794867
537	0.1024790242
538	0.1024784818
539	0.1024778296
540	0.1024772652
541	0.1024769714
542	0.1024765163
543	0.1024763127
544	0.1024758912
545	0.1024754985
546	0.1024751924
547	0.1024749675
548	0.1024743841
549	0.1024740795
550	0.1024737786
551	0.1024735078
552	0.1024731201
553	0.1024728843
554	0.1024723276
555	0.1024717748
556	0.1024715713
557	0.1024712909
558	0.1024710848
559	0.1024708093
560	0.1024704966
561	0.1024702609
562	0.1024697375
563	0.1024691593
564	0.1024688463
565	0.1024683087
566	0.1024678977
567	0.1024675558
568	0.1024673257
569	0.1024670484
570	0.1024667291
571	0.1024664313
572	0.1024658249
573	0.1024654873
574	0.1024651109
575	0.1024648027
576	0.1024644749
577	0.1024638573
578	0.1024635503
579	0.1024632714
580	0.1024630755
581	0.1024627876
582	0.1024624481
583	0.1024621194
584	0.1024618733
585	0.1024616039
586	0.1024612497
587	0.1024605854
588	0.102460339
589	0.1024599825
590	0.1024594482
591	0.1024592615
592	0.1024587235
593	0.1024583051
594	0.1024580355
595	0.1024577693
596	0.1024571442
597	0.1024568818
598	0.1024566062
599	0.1024563788
600	0.102456041
601	0.1024557849
602	0.1024551894
603	0.1024547081
604	0.1024541882
605	0.1024537553
606	0.1024531638
607	0.1024527355
608	0.1024522543
609	0.1024520432
610	0.1024517604
611	0.1024515169
612	0.1024512491
613	0.1024509933
614	0.1024506301
615	0.1024502705
616	0.1024500354
617	0.1024496238
618	0.1024494087
619	0.1024489142
620	0.1024486817
621	0.1024482994
622	0.1024480108
623	0.1024475054
624	0.1024473213
625	0.1024470229
626	0.1024466272
627	0.1024463693
628	0.1024458383
629	0.1024452802
630	0.1024450784
631	0.1024446021
632	0.1024443165
633	0.1024440017
634	0.1024435345
635	0.1024430105
636	0.1024427268
637	0.1024420817
638	0.1024418975
639	0.1024413075
640	0.1024410372
641	0.1024406696
642	0.1024401071
643	0.1024398221
644	0.1024394508
645	0.1024388153
646	0.1024382369
647	0.1024378604
648	0.1024375857
649	0.1024371495
650	0.1024368908
651	0.1024364205
652	0.1024361139
653	0.1024357768
654	0.1024351241
655	0.1024348677
656	0.1024342566
657	0.1024337055
658	0.1024333993
659	0.1024328607
660	0.1024326006
661	0.1024323959
662	0.1024321185
663	0.1024319169
664	0.1024315968
665	0.1024314118
666	0.1024311402
667	0.1024309023
668	0.1024302776
669	0.1024299666
670	0.1024296995
671	0.102429474
672	0.1024290539
673	0.1024287917
674	0.1024281465
675	0.1024278015
676	0.1024275322
677	0.1024269425
678	0.102426727
679	0.102426463
680	0.1024261651
681	0.102425609
682	0.1024250802
683	0.1024248928
684	0.1024242362
685	0.1024236462
686	0.1024233451
687	0.1024227394
688	0.1024223881
689	0.1024219637
690	0.1024217395
691	0.1024214893
692	0.1024212232
693	0.1024209669
694	0.1024207823
695	0.1024206358
696	0.1024202767
697	0.1024200267
698	0.1024197957
699	0.1024194627
700	0.1024190919
701	0.1024188294
702	0.1024185658
703	0.1024182178
704	0.1024177045
705	0.1024174801
706	0.1024171373
707	0.1024168377
708	0.1024164573
709	0.1024161401
710	0.1024158875
711	0.1024156124
712	0.1024153158
713	0.1024150108
714	0.1024145841
715	0.102414069
716	0.1024136815
717	0.1024134915
718	0.1024132101
719	0.1024129176
720	0.1024123392
721	0.102412159
722	0.1024116453
723	0.1024113326
724	0.1024109276
725	0.102410347
726	0.1024100727
727	0.1024098321
728	0.1024096541
729	0.1024093435
730	0.1024089533
731	0.1024085598
732	0.1024080051
733	0.1024077708
734	0.1024074709
735	0.1024072162
736	0.1024069239
737	0.1024062949
738	0.1024059608
739	0.1024055633
740	0.102405357
741	0.1024050363
742	0.1024048338
743	0.1024043056
744	0.1024039802
745	0.1024034725
746	0.102403226
747	0.1024029133
748	0.1024026105
749	0.1024021569
750	0.1024015263
751	0.1024013261
752	0.1024009952
753	0.102400776
754	0.1024002089
755	0.1023999539
756	0.102399653
757	0.1023993148
758	0.1023990767
759	0.1023985405
760	0.1023983205
761	0.1023980947
762	0.1023975254
763	0.1023972098
764	0.1023968827
765	0.1023963142
766	0.1023959507
767	0.10239569
768	0.1023951402
769	0.102394716
770	0.1023944099
771	0.1023940595
772	0.1023936367
773	0.1023933406
774	0.102393154
775	0.1023925435
776	0.1023922695
777	0.1023919554
778	0.1023913103
779	0.1023910035
780	0.1023907374
781	0.1023904318
782	0.1023900616
783	0.1023897483
784	0.1023895459
785	0.1023892542
786	0.102389007
787	0.1023887899
788	0.1023883565
789	0.1023878914
790	0.1023875726
791	0.1023872964
792	0.1023870364
793	0.1023867444
794	0.1023865233
795	0.1023862754
796	0.1023856747
797	0.1023851229
798	0.102384745
799	0.1023845329
800	0.1023839045
801	0.1023836219
802	0.1023831988
803	0.1023829031
804	0.1023826216
805	0.1023823061
806	0.1023817598
807	0.1023812179
808	0.1023807093
809	0.1023803643
810	0.1023797879
811	0.1023795834
812	0.1023792289
813	0.1023789421
814	0.1023786712
815	0.1023783849
816	0.10237786
817	0.1023774564
818	0.1023771365
819	0.1023768951
820	0.1023763259
821	0.1023760063
822	0.1023755767
823	0.1023751485
824	0.1023749224
825	0.1023746142
826	0.1023742754
827	0.1023740096
828	0.1023733566
829	0.1023730999
830	0.1023725101
831	0.1023722324
832	0.1023719583
833	0.1023716084
834	0.1023713286
835	0.1023708095
836	0.1023704955
837	0.1023703173
838	0.1023699679
839	0.1023695848
840	0.1023690795
841	0.102368786
842	0.1023685437
843	0.1023679501
844	0.1023673994
845	0.1023670892
846	0.102366854
847	0.1023666129
848	0.1023662591
849	0.1023659425
850	0.1023653762
851	0.1023647793
852	0.1023644846
853	0.1023639016
854	0.1023633296
855	0.1023630742
856	0.1023628002
857	0.1023623069
858	0.1023618629
859	0.1023612662
860	0.1023606703
861	0.1023604936
862	0.1023602258
863	0.1023595366
864	0.1023593604
865	0.10235904
866	0.1023588065
867	0.1023585128
868	0.1023581203
869	0.1023578273
870	0.1023573219
871	0.1023569734
872	0.1023566667
873	0.1023563365
874	0.102355705
875	0.1023552977
876	0.1023548262
877	0.1023544567
878	0.1023538351
879	0.1023532443
880	0.1023529041
881	0.1023524955
882	0.1023520767
883	0.1023514869
884	0.1023511644
885	0.1023508888
886	0.1023503728
887	0.1023500785
888	0.1023497414
889	0.1023493935
890	0.1023489265
891	0.1023486733
892	0.1023482178
893	0.1023480092
894	0.1023477428
895	0.102347126
896	0.1023465537
897	0.1023462524
898	0.1023460086
899	0.1023457164
900	0.1023451591
901	0.102344823
902	0.1023445439
903	0.1023441505
904	0.1023436235
905	0.1023432475
906	0.1023426669
907	0.10234216
908	0.1023419099
909	0.1023413475
910	0.1023408302
911	0.1023402966
912	0.1023400643
913	0.1023398858
914	0.1023395808
915	0.1023390382
916	0.1023387375
917	0.1023382128
918	0.1023376489
919	0.1023373461
920	0.1023370133
921	0.102336756
922	0.1023363759
923	0.1023357416
924	0.1023354929
925	0.1023348251
926	0.1023343257
927	0.1023339626
928	0.1023336621
929	0.1023330863
930	0.1023326971
931	0.1023321577
932	0.1023317661
933	0.1023315095
934	0.1023312374
935	0.1023308552
936	0.1023306118
937	0.1023303258
938	0.1023300452
939	0.1023298549
940	0.1023296253
941	0.1023293996
942	0.1023292246
943	0.1023289698
944	0.1023287745
945	0.1023282928
946	0.1023279522
947	0.1023276672
948	0.1023273221
949	0.1023270849
950	0.1023265373
951	0.1023262813
952	0.1023257093
953	0.1023254191
954	0.102325089
955	0.1023248233
956	0.1023242949
957	0.1023239062
958	0.1023236407
959	0.1023234567
960	0.102323083
961	0.1023228811
962	0.1023224624
963	0.1023221557
964	0.1023217261
965	0.1023215127
966	0.1023212141
967	0.1023206179
968	0.1023201785
969	0.1023195647
970	0.1023191304
971	0.1023188634
972	0.1023185895
973	0.1023183579
974	0.102318091
975	0.1023177544
976	0.1023174333
977	0.102317117
978	0.1023167532
979	0.1023165267
980	0.1023162874
981	0.1023160458
982	0.1023157659
983	0.1023152125
984	0.1023149283
985	0.1023146664
986	0.1023144472
987	0.1023139251
988	0.1023133742
989	0.1023130764
990	0.1023125269
991	0.1023123086
992	0.1023119978
993	0.1023112942
994	0.1023109513
995	0.1023105695
996	0.1023101285
997	0.1023099142
998	0.1023095695
999	0.1023093217
